epoch,avg_cls_loss,avg_div_loss,avg_open_loss,avg_total_loss,acc_tar,acc_un_tar,acc_k_tar,HOS,gamma_openloss,alpha_div,maxEnt_mult,pro_strategy,lr,folder
34,0.0032,0.0103,1.1285,0.5777,0.2238,1.0,0.185,31.2284,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
35,0.0019,0.0097,1.1277,0.5754,0.2206,1.0,0.1817,30.7483,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
36,0.0032,0.0098,1.1278,0.5768,0.2416,1.0,0.2036,33.8376,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
37,0.0018,0.0088,1.1274,0.5742,0.2191,1.0,0.1801,30.5167,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
38,0.0018,0.0087,1.1275,0.5742,0.2222,1.0,0.1833,30.9882,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
39,0.0033,0.0094,1.1278,0.5766,0.2208,1.0,0.1818,30.7661,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
40,0.0036,0.0074,1.1274,0.5747,0.2023,1.0,0.1624,27.9406,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
41,0.0032,0.0074,1.1277,0.5744,0.2082,1.0,0.1686,28.8499,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
42,0.0012,0.006,1.1271,0.5708,0.2202,1.0,0.1812,30.6761,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
43,0.0008,0.0057,1.1268,0.5699,0.2338,1.0,0.1955,32.7014,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
44,0.0017,0.0059,1.127,0.5711,0.2402,1.0,0.2022,33.6422,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
45,0.0011,0.0048,1.1269,0.5693,0.2356,1.0,0.1973,32.9632,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
46,0.0041,0.0052,1.1269,0.5728,0.2068,1.0,0.1671,28.6409,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
47,0.0014,0.005,1.127,0.57,0.2142,1.0,0.1749,29.7708,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
48,0.002,0.0053,1.127,0.5708,0.2209,1.0,0.182,30.7888,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
49,0.0031,0.0045,1.1268,0.5711,0.2314,1.0,0.193,32.3575,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
50,0.0012,0.0041,1.1268,0.5687,0.2172,0.9963,0.1782,30.2385,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
51,0.0014,0.004,1.1267,0.5688,0.2449,0.9963,0.2073,34.3233,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
52,0.0027,0.0039,1.1272,0.5702,0.2484,0.9925,0.2112,34.8265,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
53,0.0022,0.004,1.1272,0.5699,0.222,1.0,0.183,30.9453,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
54,0.001,0.0033,1.1269,0.5678,0.2015,1.0,0.1616,27.8206,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
55,0.003,0.0026,1.1266,0.5689,0.2295,0.9963,0.1911,32.0749,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
56,0.001,0.0022,1.1266,0.5665,0.2311,1.0,0.1926,32.3034,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
57,0.0009,0.002,1.1266,0.5663,0.2521,1.0,0.2147,35.3465,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
58,0.0009,0.0022,1.1265,0.5664,0.2507,1.0,0.2132,35.1509,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
59,0.0013,0.0021,1.1266,0.5667,0.2214,1.0,0.1824,30.8563,0.5,0.0,1.0,pro1,0.01,2025-03-15_08-01-42
